word,palabra,sentiment,lexicon,score
disgrace,desgracia,anger,nrc,NA
disgrace,desgracia,disgust,nrc,NA
disgrace,desgracia,negative,nrc,NA
disgrace,desgracia,sadness,nrc,NA
disgraced,Deshonrado,anger,nrc,NA
disgraced,Deshonrado,disgust,nrc,NA
disgraced,Deshonrado,negative,nrc,NA
disgraced,Deshonrado,sadness,nrc,NA
disgraceful,vergonzoso,anger,nrc,NA
disgraceful,vergonzoso,disgust,nrc,NA
disgraceful,vergonzoso,negative,nrc,NA
disgruntled,descontento,anger,nrc,NA
disgruntled,descontento,disgust,nrc,NA
disgruntled,descontento,negative,nrc,NA
disgruntled,descontento,sadness,nrc,NA
disgust,asco,anger,nrc,NA
disgust,asco,disgust,nrc,NA
disgust,asco,fear,nrc,NA
disgust,asco,negative,nrc,NA
disgust,asco,sadness,nrc,NA
disgusting,asqueroso,anger,nrc,NA
disgusting,asqueroso,disgust,nrc,NA
disgusting,asqueroso,fear,nrc,NA
disgusting,asqueroso,negative,nrc,NA
disheartened,Desanimado,negative,nrc,NA
disheartened,Desanimado,sadness,nrc,NA
disheartening,Desalentador,negative,nrc,NA
disheartening,Desalentador,sadness,nrc,NA
dishonest,deshonesto,anger,nrc,NA
dishonest,deshonesto,disgust,nrc,NA
dishonest,deshonesto,negative,nrc,NA
dishonest,deshonesto,sadness,nrc,NA
dishonesty,deshonestidad,disgust,nrc,NA
dishonesty,deshonestidad,negative,nrc,NA
dishonor,deshonra,anger,nrc,NA
dishonor,deshonra,disgust,nrc,NA
dishonor,deshonra,fear,nrc,NA
dishonor,deshonra,negative,nrc,NA
dishonor,deshonra,sadness,nrc,NA
disillusionment,desilusión,anger,nrc,NA
disillusionment,desilusión,disgust,nrc,NA
disillusionment,desilusión,negative,nrc,NA
disillusionment,desilusión,sadness,nrc,NA
disinfection,desinfección,positive,nrc,NA
disinformation,desinformación,anger,nrc,NA
disinformation,desinformación,fear,nrc,NA
disinformation,desinformación,negative,nrc,NA
disingenuous,falso,disgust,nrc,NA
disingenuous,falso,negative,nrc,NA
disintegrate,desintegrarse,disgust,nrc,NA
disintegrate,desintegrarse,fear,nrc,NA
disintegrate,desintegrarse,negative,nrc,NA
disintegration,desintegración,negative,nrc,NA
disinterested,desinteresado,negative,nrc,NA
dislike,disgusto,anger,nrc,NA
dislike,disgusto,disgust,nrc,NA
dislike,disgusto,negative,nrc,NA
disliked,Disgustado,anger,nrc,NA
disliked,Disgustado,negative,nrc,NA
disliked,Disgustado,sadness,nrc,NA
dislocated,dislocado,anger,nrc,NA
dislocated,dislocado,disgust,nrc,NA
dislocated,dislocado,fear,nrc,NA
dislocated,dislocado,negative,nrc,NA
dislocated,dislocado,sadness,nrc,NA
dismal,triste,disgust,nrc,NA
dismal,triste,fear,nrc,NA
dismal,triste,negative,nrc,NA
dismal,triste,sadness,nrc,NA
dismay,consternación,anger,nrc,NA
dismay,consternación,anticipation,nrc,NA
dismay,consternación,fear,nrc,NA
dismay,consternación,negative,nrc,NA
dismay,consternación,sadness,nrc,NA
dismay,consternación,surprise,nrc,NA
dismemberment,desmembramiento,disgust,nrc,NA
dismemberment,desmembramiento,fear,nrc,NA
dismemberment,desmembramiento,negative,nrc,NA
dismemberment,desmembramiento,sadness,nrc,NA
dismissal,despido,anger,nrc,NA
dismissal,despido,disgust,nrc,NA
dismissal,despido,fear,nrc,NA
dismissal,despido,negative,nrc,NA
dismissal,despido,sadness,nrc,NA
dismissal,despido,surprise,nrc,NA
disobedience,desobediencia,anger,nrc,NA
disobedience,desobediencia,disgust,nrc,NA
disobedience,desobediencia,negative,nrc,NA
disobedient,desobediente,anger,nrc,NA
disobedient,desobediente,negative,nrc,NA
disobey,desobedecer,anger,nrc,NA
disobey,desobedecer,disgust,nrc,NA
disobey,desobedecer,negative,nrc,NA
disorder,trastorno,fear,nrc,NA
disorder,trastorno,negative,nrc,NA
disorderly,desordenado,negative,nrc,NA
disorganized,desestructurado,negative,nrc,NA
disparage,menospreciar,anger,nrc,NA
disparage,menospreciar,disgust,nrc,NA
disparage,menospreciar,negative,nrc,NA
disparage,menospreciar,sadness,nrc,NA
disparaging,despectivo,anger,nrc,NA
disparaging,despectivo,disgust,nrc,NA
disparaging,despectivo,negative,nrc,NA
disparaging,despectivo,sadness,nrc,NA
disparity,disparidad,anger,nrc,NA
disparity,disparidad,disgust,nrc,NA
disparity,disparidad,negative,nrc,NA
disparity,disparidad,sadness,nrc,NA
dispassionate,desapasionado,negative,nrc,NA
dispassionate,desapasionado,sadness,nrc,NA
dispel,disipar,negative,nrc,NA
dispel,disipar,sadness,nrc,NA
dispersion,dispersión,negative,nrc,NA
displace,desplazar,negative,nrc,NA
displaced,desplazado,anger,nrc,NA
displaced,desplazado,fear,nrc,NA
displaced,desplazado,sadness,nrc,NA
displeased,disgustado,anger,nrc,NA
displeased,disgustado,disgust,nrc,NA
displeased,disgustado,fear,nrc,NA
displeased,disgustado,negative,nrc,NA
displeased,disgustado,sadness,nrc,NA
displeasure,disgusto,disgust,nrc,NA
displeasure,disgusto,negative,nrc,NA
disposal,disposición,negative,nrc,NA
dispose,disponer,disgust,nrc,NA
disposed,dispuesto,anticipation,nrc,NA
disposed,dispuesto,positive,nrc,NA
disposed,dispuesto,trust,nrc,NA
dispossessed,Desposeído,anger,nrc,NA
dispossessed,Desposeído,fear,nrc,NA
dispossessed,Desposeído,negative,nrc,NA
dispossessed,Desposeído,sadness,nrc,NA
dispute,disputa,anger,nrc,NA
dispute,disputa,negative,nrc,NA
disqualification,descalificación,negative,nrc,NA
disqualified,descalificado,anger,nrc,NA
disqualified,descalificado,disgust,nrc,NA
disqualified,descalificado,negative,nrc,NA
disqualified,descalificado,sadness,nrc,NA
disqualify,descalificar,negative,nrc,NA
disqualify,descalificar,sadness,nrc,NA
disregard,indiferencia,negative,nrc,NA
disregarded,ignorado,disgust,nrc,NA
disregarded,ignorado,negative,nrc,NA
disreputable,de mala fama,anger,nrc,NA
disreputable,de mala fama,disgust,nrc,NA
disreputable,de mala fama,fear,nrc,NA
disreputable,de mala fama,negative,nrc,NA
disrespect,falta de respeto,anger,nrc,NA
disrespect,falta de respeto,negative,nrc,NA
disrespectful,irrespetuoso,anger,nrc,NA
disrespectful,irrespetuoso,disgust,nrc,NA
disrespectful,irrespetuoso,fear,nrc,NA
disrespectful,irrespetuoso,negative,nrc,NA
disrespectful,irrespetuoso,sadness,nrc,NA
disruption,ruptura,anger,nrc,NA
disruption,ruptura,fear,nrc,NA
disruption,ruptura,negative,nrc,NA
disruption,ruptura,surprise,nrc,NA
dissatisfaction,insatisfacción,negative,nrc,NA
dissection,disección,disgust,nrc,NA
disseminate,diseminar,positive,nrc,NA
dissension,disensión,anger,nrc,NA
dissension,disensión,negative,nrc,NA
dissenting,disidente,negative,nrc,NA
disservice,deservicio,anger,nrc,NA
disservice,deservicio,disgust,nrc,NA
disservice,deservicio,negative,nrc,NA
disservice,deservicio,sadness,nrc,NA
dissident,disidente,anger,nrc,NA
dissident,disidente,fear,nrc,NA
dissident,disidente,negative,nrc,NA
dissolution,disolución,anger,nrc,NA
dissolution,disolución,fear,nrc,NA
dissolution,disolución,negative,nrc,NA
dissolution,disolución,sadness,nrc,NA
dissolution,disolución,surprise,nrc,NA
dissonance,disonancia,anger,nrc,NA
dissonance,disonancia,negative,nrc,NA
distaste,disgusto,disgust,nrc,NA
distaste,disgusto,negative,nrc,NA
distasteful,desagradable,disgust,nrc,NA
distasteful,desagradable,negative,nrc,NA
distillation,destilación,positive,nrc,NA
distinction,distinción,positive,nrc,NA
distorted,distorsionado,disgust,nrc,NA
distorted,distorsionado,negative,nrc,NA
distortion,distorsión,negative,nrc,NA
distract,distraer,negative,nrc,NA
distracted,distraído,anger,nrc,NA
distracted,distraído,negative,nrc,NA
distracting,Distracción,anger,nrc,NA
distracting,Distracción,anticipation,nrc,NA
distracting,Distracción,negative,nrc,NA
distraction,distracción,negative,nrc,NA
distraught,loco,negative,nrc,NA
distraught,loco,sadness,nrc,NA
distress,angustia,anger,nrc,NA
distress,angustia,disgust,nrc,NA
distress,angustia,fear,nrc,NA
distress,angustia,negative,nrc,NA
distress,angustia,sadness,nrc,NA
distress,angustia,surprise,nrc,NA
distressed,afligido,fear,nrc,NA
distressed,afligido,negative,nrc,NA
distressing,angustioso,anger,nrc,NA
distressing,angustioso,fear,nrc,NA
distressing,angustioso,negative,nrc,NA
distrust,desconfianza,anger,nrc,NA
distrust,desconfianza,disgust,nrc,NA
distrust,desconfianza,fear,nrc,NA
distrust,desconfianza,negative,nrc,NA
disturbance,disturbio,anger,nrc,NA
disturbance,disturbio,fear,nrc,NA
disturbance,disturbio,negative,nrc,NA
disturbance,disturbio,sadness,nrc,NA
disturbance,disturbio,surprise,nrc,NA
disturbed,perturbado,anger,nrc,NA
disturbed,perturbado,negative,nrc,NA
disturbed,perturbado,sadness,nrc,NA
disuse,desuso,negative,nrc,NA
disused,Desuso,anger,nrc,NA
disused,Desuso,negative,nrc,NA
ditty,cancioneta,joy,nrc,NA
ditty,cancioneta,positive,nrc,NA
divan,diván,trust,nrc,NA
divergent,divergente,negative,nrc,NA
divergent,divergente,surprise,nrc,NA
diverse,diverso,negative,nrc,NA
diverse,diverso,positive,nrc,NA
diversified,diversificado,positive,nrc,NA
diversion,desviación,positive,nrc,NA
diversion,desviación,surprise,nrc,NA
divested,Despojado,negative,nrc,NA
divestment,despojo,negative,nrc,NA
divination,divinidad,anticipation,nrc,NA
divinity,divinidad,positive,nrc,NA
divorce,divorcio,anger,nrc,NA
divorce,divorcio,disgust,nrc,NA
divorce,divorcio,fear,nrc,NA
divorce,divorcio,negative,nrc,NA
divorce,divorcio,sadness,nrc,NA
divorce,divorcio,surprise,nrc,NA
divorce,divorcio,trust,nrc,NA
dizziness,mareo,negative,nrc,NA
dizzy,mareado,negative,nrc,NA
docked,Atracado,negative,nrc,NA
doctor,doctor,positive,nrc,NA
doctor,doctor,trust,nrc,NA
doctrine,doctrina,trust,nrc,NA
doer,hacedor,positive,nrc,NA
dogged,obstinado,positive,nrc,NA
dogma,dogma,trust,nrc,NA
doit,hazlo,negative,nrc,NA
doldrums,zona de las calmas ecuatoriales,negative,nrc,NA
doldrums,zona de las calmas ecuatoriales,sadness,nrc,NA
dole,limosna,negative,nrc,NA
dole,limosna,sadness,nrc,NA
doll,muñeca,joy,nrc,NA
dolor,dolor,negative,nrc,NA
dolor,dolor,sadness,nrc,NA
dolphin,delfín,joy,nrc,NA
dolphin,delfín,positive,nrc,NA
dolphin,delfín,surprise,nrc,NA
dolphin,delfín,trust,nrc,NA
dominant,dominante,fear,nrc,NA
dominant,dominante,negative,nrc,NA
dominate,dominar,anger,nrc,NA
dominate,dominar,fear,nrc,NA
dominate,dominar,negative,nrc,NA
dominate,dominar,positive,nrc,NA
domination,dominación,anger,nrc,NA
domination,dominación,fear,nrc,NA
domination,dominación,negative,nrc,NA
domination,dominación,sadness,nrc,NA
dominion,dominio,fear,nrc,NA
dominion,dominio,trust,nrc,NA
don,don,positive,nrc,NA
don,don,trust,nrc,NA
donation,donación,positive,nrc,NA
donkey,Burro,disgust,nrc,NA
donkey,Burro,negative,nrc,NA
doodle,garabatear,negative,nrc,NA
doom,condenar,fear,nrc,NA
doom,condenar,negative,nrc,NA
doomed,condenado,fear,nrc,NA
doomed,condenado,negative,nrc,NA
doomed,condenado,sadness,nrc,NA
doomsday,Día del Juicio Final,anger,nrc,NA
doomsday,Día del Juicio Final,anticipation,nrc,NA
doomsday,Día del Juicio Final,disgust,nrc,NA
doomsday,Día del Juicio Final,fear,nrc,NA
doomsday,Día del Juicio Final,negative,nrc,NA
doomsday,Día del Juicio Final,sadness,nrc,NA
doubt,duda,fear,nrc,NA
doubt,duda,negative,nrc,NA
doubt,duda,sadness,nrc,NA
doubt,duda,trust,nrc,NA
doubtful,dudoso,negative,nrc,NA
doubting,inseguro,negative,nrc,NA
doubtless,indudable,positive,nrc,NA
doubtless,indudable,trust,nrc,NA
douche,ducha,negative,nrc,NA
dour,austero,negative,nrc,NA
dove,paloma,anticipation,nrc,NA
dove,paloma,joy,nrc,NA
dove,paloma,positive,nrc,NA
dove,paloma,trust,nrc,NA
downfall,caída,fear,nrc,NA
downfall,caída,negative,nrc,NA
downfall,caída,sadness,nrc,NA
downright,completamente,trust,nrc,NA
downy,velloso,positive,nrc,NA
drab,monótono,negative,nrc,NA
drab,monótono,sadness,nrc,NA
draft,borrador,anticipation,nrc,NA
dragon,dragón,fear,nrc,NA
drainage,drenaje,negative,nrc,NA
drawback,inconveniente,negative,nrc,NA
dread,pavor,anticipation,nrc,NA
dread,pavor,fear,nrc,NA
dread,pavor,negative,nrc,NA
dreadful,terrible,anger,nrc,NA
dreadful,terrible,anticipation,nrc,NA
dreadful,terrible,disgust,nrc,NA
dreadful,terrible,fear,nrc,NA
dreadful,terrible,negative,nrc,NA
dreadful,terrible,sadness,nrc,NA
dreadfully,horrorosamente,disgust,nrc,NA
dreadfully,horrorosamente,fear,nrc,NA
dreadfully,horrorosamente,negative,nrc,NA
dreadfully,horrorosamente,sadness,nrc,NA
dreadfully,horrorosamente,surprise,nrc,NA
dreary,triste,negative,nrc,NA
dreary,triste,sadness,nrc,NA
drinking,bebida,negative,nrc,NA
drivel,mentiras,disgust,nrc,NA
drivel,mentiras,negative,nrc,NA
drone,zumbido,negative,nrc,NA
drool,babear,disgust,nrc,NA
drooping,caído,negative,nrc,NA
drought,sequía,negative,nrc,NA
drown,ahogar,fear,nrc,NA
drown,ahogar,negative,nrc,NA
drown,ahogar,sadness,nrc,NA
drowsiness,somnolencia,negative,nrc,NA
drudgery,trabajo penoso,negative,nrc,NA
drugged,drogado,sadness,nrc,NA
drunken,borracho,disgust,nrc,NA
drunken,borracho,negative,nrc,NA
drunkenness,embriaguez,negative,nrc,NA
dubious,dudoso,fear,nrc,NA
dubious,dudoso,negative,nrc,NA
dubious,dudoso,trust,nrc,NA
duel,duelo,anger,nrc,NA
duel,duelo,anticipation,nrc,NA
duel,duelo,fear,nrc,NA
duet,dueto,positive,nrc,NA
duke,duque,positive,nrc,NA
dull,aburrido,negative,nrc,NA
dull,aburrido,sadness,nrc,NA
dumb,tonto,negative,nrc,NA
dummy,tonto,negative,nrc,NA
dumps,deshecho,anger,nrc,NA
dumps,deshecho,negative,nrc,NA
dumps,deshecho,sadness,nrc,NA
dun,pardo,negative,nrc,NA
dung,estiércol,disgust,nrc,NA
dungeon,mazmorra,fear,nrc,NA
dungeon,mazmorra,negative,nrc,NA
dupe,engañar,anger,nrc,NA
dupe,engañar,negative,nrc,NA
duplicity,duplicidad,anger,nrc,NA
duplicity,duplicidad,negative,nrc,NA
durability,durabilidad,positive,nrc,NA
durability,durabilidad,trust,nrc,NA
durable,durable,positive,nrc,NA
durable,durable,trust,nrc,NA
duress,coacción,anger,nrc,NA
duress,coacción,disgust,nrc,NA
duress,coacción,fear,nrc,NA
duress,coacción,negative,nrc,NA
duress,coacción,sadness,nrc,NA
dust,polvo,negative,nrc,NA
dutiful,obediente,anticipation,nrc,NA
dutiful,obediente,positive,nrc,NA
dutiful,obediente,trust,nrc,NA
dwarfed,Empequeñecido,fear,nrc,NA
dwarfed,Empequeñecido,negative,nrc,NA
dwarfed,Empequeñecido,sadness,nrc,NA
dying,moribundo,anger,nrc,NA
dying,moribundo,disgust,nrc,NA
dying,moribundo,fear,nrc,NA
dying,moribundo,negative,nrc,NA
dying,moribundo,sadness,nrc,NA
dynamic,dinámica,surprise,nrc,NA
dysentery,disentería,disgust,nrc,NA
dysentery,disentería,negative,nrc,NA
dysentery,disentería,sadness,nrc,NA
eager,ansioso,anticipation,nrc,NA
eager,ansioso,joy,nrc,NA
eager,ansioso,positive,nrc,NA
eager,ansioso,surprise,nrc,NA
eager,ansioso,trust,nrc,NA
eagerness,afán,anticipation,nrc,NA
eagerness,afán,joy,nrc,NA
eagerness,afán,positive,nrc,NA
eagerness,afán,trust,nrc,NA
eagle,águila,trust,nrc,NA
earl,conde,positive,nrc,NA
earn,ganar,positive,nrc,NA
earnest,serio,positive,nrc,NA
earnestly,formalmente,positive,nrc,NA
earnestness,Seriedad,positive,nrc,NA
earthquake,terremoto,anger,nrc,NA
earthquake,terremoto,fear,nrc,NA
earthquake,terremoto,negative,nrc,NA
earthquake,terremoto,sadness,nrc,NA
earthquake,terremoto,surprise,nrc,NA
ease,facilitar,positive,nrc,NA
easement,comodidad,positive,nrc,NA
easygoing,de trato fácil,positive,nrc,NA
eat,comer,positive,nrc,NA
eavesdropping,Espionaje,negative,nrc,NA
economy,economía,trust,nrc,NA
ecstasy,éxtasis,anticipation,nrc,NA
ecstasy,éxtasis,joy,nrc,NA
ecstasy,éxtasis,positive,nrc,NA
ecstatic,extático,anticipation,nrc,NA
ecstatic,extático,joy,nrc,NA
ecstatic,extático,positive,nrc,NA
ecstatic,extático,surprise,nrc,NA
edict,edicto,fear,nrc,NA
edict,edicto,negative,nrc,NA
edification,edificación,anticipation,nrc,NA
edification,edificación,joy,nrc,NA
edification,edificación,positive,nrc,NA
edification,edificación,trust,nrc,NA
edition,edición,anticipation,nrc,NA
educate,educar,positive,nrc,NA
educated,educado,positive,nrc,NA
educational,educativo,positive,nrc,NA
educational,educativo,trust,nrc,NA
eel,Anguila,fear,nrc,NA
effective,eficaz,positive,nrc,NA
effective,eficaz,trust,nrc,NA
effeminate,afeminado,negative,nrc,NA
efficacy,eficacia,positive,nrc,NA
efficiency,eficiencia,positive,nrc,NA
efficient,eficiente,anticipation,nrc,NA
efficient,eficiente,positive,nrc,NA
efficient,eficiente,trust,nrc,NA
effigy,efigie,anger,nrc,NA
effort,esfuerzo,positive,nrc,NA
egotistical,ególatra,disgust,nrc,NA
egotistical,ególatra,negative,nrc,NA
egregious,enorme,anger,nrc,NA
egregious,enorme,disgust,nrc,NA
egregious,enorme,negative,nrc,NA
ejaculation,eyaculación,anticipation,nrc,NA
ejaculation,eyaculación,joy,nrc,NA
ejaculation,eyaculación,positive,nrc,NA
ejaculation,eyaculación,surprise,nrc,NA
ejaculation,eyaculación,trust,nrc,NA
eject,expulsar,negative,nrc,NA
ejection,expulsión,negative,nrc,NA
elaboration,elaboración,positive,nrc,NA
elated,exaltado,joy,nrc,NA
elated,exaltado,positive,nrc,NA
elbow,codo,anger,nrc,NA
elder,mayor,positive,nrc,NA
elder,mayor,trust,nrc,NA
elders,Ancianos,positive,nrc,NA
elders,Ancianos,trust,nrc,NA
elect,electo,positive,nrc,NA
elect,electo,trust,nrc,NA
electorate,electorado,trust,nrc,NA
electric,eléctrico,joy,nrc,NA
electric,eléctrico,positive,nrc,NA
electric,eléctrico,surprise,nrc,NA
electricity,electricidad,positive,nrc,NA
elegance,elegancia,anticipation,nrc,NA
elegance,elegancia,joy,nrc,NA
elegance,elegancia,positive,nrc,NA
elegance,elegancia,trust,nrc,NA
elegant,elegante,joy,nrc,NA
elegant,elegante,positive,nrc,NA
elevation,elevación,anticipation,nrc,NA
elevation,elevación,fear,nrc,NA
elevation,elevación,joy,nrc,NA
elevation,elevación,positive,nrc,NA
elevation,elevación,trust,nrc,NA
elf,duende,anger,nrc,NA
elf,duende,disgust,nrc,NA
elf,duende,fear,nrc,NA
eligible,elegible,positive,nrc,NA
elimination,eliminación,anger,nrc,NA
elimination,eliminación,disgust,nrc,NA
elimination,eliminación,fear,nrc,NA
elimination,eliminación,negative,nrc,NA
elimination,eliminación,sadness,nrc,NA
elite,élite,anticipation,nrc,NA
elite,élite,joy,nrc,NA
elite,élite,positive,nrc,NA
elite,élite,trust,nrc,NA
eloquence,elocuencia,positive,nrc,NA
eloquent,elocuente,positive,nrc,NA
elucidate,dilucidar,positive,nrc,NA
elucidate,dilucidar,trust,nrc,NA
elusive,elusivo,negative,nrc,NA
elusive,elusivo,surprise,nrc,NA
emaciated,demacrado,fear,nrc,NA
emaciated,demacrado,negative,nrc,NA
emaciated,demacrado,sadness,nrc,NA
emancipation,emancipación,anticipation,nrc,NA
emancipation,emancipación,joy,nrc,NA
emancipation,emancipación,positive,nrc,NA
embargo,embargo,negative,nrc,NA
embarrass,avergonzar,negative,nrc,NA
embarrass,avergonzar,sadness,nrc,NA
embarrassing,embarazoso,negative,nrc,NA
embarrassment,vergüenza,fear,nrc,NA
embarrassment,vergüenza,negative,nrc,NA
embarrassment,vergüenza,sadness,nrc,NA
embarrassment,vergüenza,surprise,nrc,NA
embezzlement,malversación,negative,nrc,NA
embolism,embolia,fear,nrc,NA
embolism,embolia,negative,nrc,NA
embolism,embolia,sadness,nrc,NA
embrace,abrazo,anticipation,nrc,NA
embrace,abrazo,joy,nrc,NA
embrace,abrazo,positive,nrc,NA
embrace,abrazo,surprise,nrc,NA
embrace,abrazo,trust,nrc,NA
embroiled,embrollado,negative,nrc,NA
emergency,emergencia,fear,nrc,NA
emergency,emergencia,negative,nrc,NA
emergency,emergencia,sadness,nrc,NA
emergency,emergencia,surprise,nrc,NA
emeritus,emeritus,positive,nrc,NA
eminence,eminencia,positive,nrc,NA
eminence,eminencia,trust,nrc,NA
eminent,eminente,positive,nrc,NA
eminently,Eminentemente,positive,nrc,NA
emir,emir,positive,nrc,NA
empathy,empatía,positive,nrc,NA
emphasize,enfatizar,trust,nrc,NA
employ,emplear,trust,nrc,NA
empower,autorizar,positive,nrc,NA
emptiness,vacío,sadness,nrc,NA
emulate,emular,positive,nrc,NA
enable,habilitar,positive,nrc,NA
enable,habilitar,trust,nrc,NA
enablement,Habilitación,positive,nrc,NA
enablement,Habilitación,trust,nrc,NA
enchant,encantar,anticipation,nrc,NA
enchant,encantar,joy,nrc,NA
enchant,encantar,positive,nrc,NA
enchant,encantar,surprise,nrc,NA
enchanted,Encantado,joy,nrc,NA
enchanted,Encantado,positive,nrc,NA
enchanted,Encantado,trust,nrc,NA
enchanting,encantador,anticipation,nrc,NA
enchanting,encantador,joy,nrc,NA
enchanting,encantador,positive,nrc,NA
enclave,enclave,negative,nrc,NA
encore,bis,positive,nrc,NA
encourage,alentar,joy,nrc,NA
encourage,alentar,positive,nrc,NA
encourage,alentar,trust,nrc,NA
encouragement,ánimo,positive,nrc,NA
encroachment,invasión,fear,nrc,NA
encroachment,invasión,negative,nrc,NA
encumbrance,gravamen,anger,nrc,NA
encumbrance,gravamen,fear,nrc,NA
encumbrance,gravamen,negative,nrc,NA
encumbrance,gravamen,sadness,nrc,NA
encyclopedia,enciclopedia,positive,nrc,NA
encyclopedia,enciclopedia,trust,nrc,NA
endanger,poner en peligro,anticipation,nrc,NA
endanger,poner en peligro,fear,nrc,NA
endanger,poner en peligro,negative,nrc,NA
endangered,en peligro de extinción,fear,nrc,NA
endangered,en peligro de extinción,negative,nrc,NA
endeavor,esfuerzo,anticipation,nrc,NA
endeavor,esfuerzo,positive,nrc,NA
endemic,endémico,disgust,nrc,NA
endemic,endémico,fear,nrc,NA
endemic,endémico,negative,nrc,NA
endemic,endémico,sadness,nrc,NA
endless,interminable,anger,nrc,NA
endless,interminable,fear,nrc,NA
endless,interminable,joy,nrc,NA
endless,interminable,negative,nrc,NA
endless,interminable,positive,nrc,NA
endless,interminable,sadness,nrc,NA
endless,interminable,trust,nrc,NA
endocarditis,endocarditis,fear,nrc,NA
endocarditis,endocarditis,sadness,nrc,NA
endow,dotar,positive,nrc,NA
endow,dotar,trust,nrc,NA
endowed,Dotado,positive,nrc,NA
endowment,dotación,positive,nrc,NA
endowment,dotación,trust,nrc,NA
endurance,resistencia,positive,nrc,NA
endure,soportar,positive,nrc,NA
enema,enema,disgust,nrc,NA
enemy,enemigo,anger,nrc,NA
enemy,enemigo,disgust,nrc,NA
enemy,enemigo,fear,nrc,NA
enemy,enemigo,negative,nrc,NA
energetic,energético,positive,nrc,NA
enforce,hacer cumplir,anger,nrc,NA
enforce,hacer cumplir,fear,nrc,NA
enforce,hacer cumplir,negative,nrc,NA
enforce,hacer cumplir,positive,nrc,NA
enforcement,aplicación,negative,nrc,NA
engaged,comprometido,anticipation,nrc,NA
engaged,comprometido,joy,nrc,NA
engaged,comprometido,positive,nrc,NA
engaged,comprometido,trust,nrc,NA
engaging,atractivo,joy,nrc,NA
engaging,atractivo,positive,nrc,NA
engaging,atractivo,trust,nrc,NA
engulf,sumergir,anticipation,nrc,NA
enhance,mejorar,positive,nrc,NA
enigmatic,enigmático,fear,nrc,NA
enigmatic,enigmático,negative,nrc,NA
enjoy,disfrutar,anticipation,nrc,NA
enjoy,disfrutar,joy,nrc,NA
enjoy,disfrutar,positive,nrc,NA
enjoy,disfrutar,trust,nrc,NA
enjoying,disfrutando,anticipation,nrc,NA
enjoying,disfrutando,joy,nrc,NA
enjoying,disfrutando,positive,nrc,NA
enjoying,disfrutando,trust,nrc,NA
enlighten,iluminar,joy,nrc,NA
enlighten,iluminar,positive,nrc,NA
enlighten,iluminar,trust,nrc,NA
enlightenment,ilustración,joy,nrc,NA
enlightenment,ilustración,positive,nrc,NA
enlightenment,ilustración,trust,nrc,NA
enliven,animar,joy,nrc,NA
enliven,animar,positive,nrc,NA
enliven,animar,surprise,nrc,NA
enliven,animar,trust,nrc,NA
enmity,enemistad,anger,nrc,NA
enmity,enemistad,fear,nrc,NA
enmity,enemistad,negative,nrc,NA
enmity,enemistad,sadness,nrc,NA
enrich,enriquecer,positive,nrc,NA
enroll,inscribirse,anticipation,nrc,NA
enroll,inscribirse,trust,nrc,NA
ensemble,conjunto,positive,nrc,NA
ensemble,conjunto,trust,nrc,NA
ensign,bandera,positive,nrc,NA
enslave,esclavizar,negative,nrc,NA
enslaved,esclavizado,anger,nrc,NA
enslaved,esclavizado,disgust,nrc,NA
enslaved,esclavizado,fear,nrc,NA
enslaved,esclavizado,negative,nrc,NA
enslaved,esclavizado,sadness,nrc,NA
enslavement,esclavitud,negative,nrc,NA
entangled,enredado,anger,nrc,NA
entangled,enredado,disgust,nrc,NA
entangled,enredado,fear,nrc,NA
entangled,enredado,negative,nrc,NA
entangled,enredado,sadness,nrc,NA
entanglement,enredo,negative,nrc,NA
enterprising,emprendedor,positive,nrc,NA
entertain,entretener,joy,nrc,NA
entertain,entretener,positive,nrc,NA
entertained,Entretenido,joy,nrc,NA
entertained,Entretenido,positive,nrc,NA
entertaining,entretenido,anticipation,nrc,NA
entertaining,entretenido,joy,nrc,NA
entertaining,entretenido,positive,nrc,NA
entertainment,entretenimiento,anticipation,nrc,NA
entertainment,entretenimiento,joy,nrc,NA
entertainment,entretenimiento,positive,nrc,NA
entertainment,entretenimiento,surprise,nrc,NA
entertainment,entretenimiento,trust,nrc,NA
enthusiasm,entusiasmo,anticipation,nrc,NA
enthusiasm,entusiasmo,joy,nrc,NA
enthusiasm,entusiasmo,positive,nrc,NA
enthusiasm,entusiasmo,surprise,nrc,NA
enthusiast,entusiasta,anticipation,nrc,NA
enthusiast,entusiasta,joy,nrc,NA
enthusiast,entusiasta,positive,nrc,NA
enthusiast,entusiasta,surprise,nrc,NA
entrails,entrañas,disgust,nrc,NA
entrails,entrañas,negative,nrc,NA
entrust,confiar,trust,nrc,NA
envious,envidioso,negative,nrc,NA
environ,reinar,positive,nrc,NA
ephemeris,Efemérides,positive,nrc,NA
epic,épico,positive,nrc,NA
epidemic,epidemia,anger,nrc,NA
epidemic,epidemia,anticipation,nrc,NA
epidemic,epidemia,disgust,nrc,NA
epidemic,epidemia,fear,nrc,NA
epidemic,epidemia,negative,nrc,NA
epidemic,epidemia,sadness,nrc,NA
epidemic,epidemia,surprise,nrc,NA
epilepsy,epilepsia,negative,nrc,NA
episcopal,episcopal,trust,nrc,NA
epitaph,epitafio,sadness,nrc,NA
epitome,epítome,positive,nrc,NA
equality,igualdad,joy,nrc,NA
equality,igualdad,positive,nrc,NA
equality,igualdad,trust,nrc,NA
